YEAR,Wine Class,Grape Variety,Region,Band,Income_R_per_t,average_annual_growth_percent
2025,White,Gewurztraminer,SWARTLAND     ,Low ,6330,1.654080579
2025,White,Muscat d'Alexandrie,SWARTLAND     ,Low ,4877,7.034381804
2025,White,Muscat de Frontignan,SWARTLAND     ,Low ,5604,4.78359677
2025,White,Pinot gris,SWARTLAND     ,Low ,5604,2.419137109
2025,White,Sauvignon blanc,SWARTLAND     ,Low ,6330,3.990977465
2025,White,Sémillon,SWARTLAND     ,Low ,9339,5.415150328
2025,White,Viognier,SWARTLAND     ,Low ,4877,5.675594663
2025,White,Riesling,SWARTLAND     ,Low ,19507,3.861790257
2025,White,Other White,SWARTLAND     ,Low ,4877,4.78359677
2025,Red,Cabernet Franc,SWARTLAND     ,Low ,5604,4.206188329
2025,Red,Cabernet Sauvignon,SWARTLAND     ,Low ,6330,4.274542893
2025,Red,Carignan,SWARTLAND     ,Low ,5604,4.068790358
2025,Red,Cinsaut,SWARTLAND     ,Low ,5604,4.074239169
2025,Red,Gamay noir,SWARTLAND     ,Low ,10065,7.635756099
2025,Red,Merlot,SWARTLAND     ,Low ,5604,5.197282735
2025,Red,Petit Verdot,SWARTLAND     ,Low ,6330,5.283071248
2025,Red,Pinot noir,SWARTLAND     ,Low ,7056,5.017758724
2025,Red,Pinotage,SWARTLAND     ,Low ,5604,4.170580421
2025,Red,Roobernet,SWARTLAND     ,Low ,6330,2.917788064
2025,Red,Ruby Cabernet,SWARTLAND     ,Low ,4151,0
2025,Red,Shiraz,SWARTLAND     ,Low ,5604,3.409316855
2025,Red,Tinta Barocca,SWARTLAND     ,Low ,4877,3.772121088
2025,Red,Other Red,SWARTLAND     ,Low ,5604,3.52716538
2025,White,Bukettraube,SWARTLAND     ,High,6329,13.86294361
2025,White,Crouchen,SWARTLAND     ,High,14422,1.67390522
2025,White,Chardonnay,SWARTLAND     ,High,8612,4.741847041
2025,White,Chenin Blanc,SWARTLAND     ,High,5603,5.166753305
2025,White,Clairette blanche,SWARTLAND     ,High,15148,5.143443998
2025,White,Colombar,SWARTLAND     ,High,5603,6.056868942
2025,White,Palomino,SWARTLAND     ,High,8612,13.93128617
2025,White,Gewurztraminer,SWARTLAND     ,High,7055,1.654080579
2025,White,Muscat d'Alexandrie,SWARTLAND     ,High,7885,7.034381804
2025,White,Muscat de Frontignan,SWARTLAND     ,High,6329,4.78359677
2025,White,Pinot gris,SWARTLAND     ,High,6329,2.419137109
2025,White,Sauvignon blanc,SWARTLAND     ,High,7885,3.990977465
2025,White,Sémillon,SWARTLAND     ,High,11517,5.415150328
2025,White,Viognier,SWARTLAND     ,High,6329,5.675594663
2025,White,Riesling,SWARTLAND     ,High,13696,3.861790257
2025,White,Other White,SWARTLAND     ,High,6329,4.78359677
2025,Red,Cabernet Franc,SWARTLAND     ,High,7055,4.206188329
2025,Red,Cabernet Sauvignon,SWARTLAND     ,High,8612,4.274542893
2025,Red,Carignan,SWARTLAND     ,High,12969,4.068790358
2025,Red,Cinsaut,SWARTLAND     ,High,7885,4.074239169
2025,Red,Gamay noir,SWARTLAND     ,High,10791,7.635756099
2025,Red,Merlot,SWARTLAND     ,High,8612,5.197282735
2025,Red,Petit Verdot,SWARTLAND     ,High,9338,5.283071248
2025,Red,Pinot noir,SWARTLAND     ,High,10064,5.017758724
2025,Red,Pinotage,SWARTLAND     ,High,6329,4.170580421
2025,Red,Roobernet,SWARTLAND     ,High,7055,2.917788064
2025,Red,Ruby Cabernet,SWARTLAND     ,High,4876,0
2025,Red,Shiraz,SWARTLAND     ,High,7885,3.409316855
2025,Red,Tinta Barocca,SWARTLAND     ,High,18780,3.772121088
2025,Red,Other Red,SWARTLAND     ,High,7885,3.52716538
